(79990000000010000000000000000, 'down'):-1
(710990001001000000000000000000, 'down'):-1
(711990100000000000000000000000, 'right'):-1
(811991000000000000000000000000, 'down'):-1
(812990000000000000000000000101, 'up'):-1
(811991000000000000000000000000, 'right'):-1
(911990000000000010000000000000, 'up'):-1
(910990110000000000000100000000, 'left'):-1
(810990011010000000000010000000, 'right'):-1
(910990110000001000000100000000, 'up'):-1
(99990000001100000010000001000, 'down'):-1
(910990110000001000000100000100, 'down'):-1
(911990000100000010000011000001, 'up'):-1
(910990110100001000000100000110, 'down'):-1
(911990000100000010000011000001, 'down'):-1000
(98990000000000000000000001000, 'down'):-1.0
(99990000000000000000101000000, 'left'):-1
(89990000000000000100010100000, 'right'):-1000
(87990000000000000000000000000, 'left'):-1.4366320537600004
(77990000000000000000000000000, 'up'):-1.4392000000000005
(76990000000000000000000000000, 'up'):-1.0
(75990000000010000000000000000, 'left'):-1
(65990000000001000000000000000, 'up'):-1
(64990000000000010010000000000, 'up'):-1
(63990000000000000000100100000, 'up'):-1
(62993333300000000100000001001, 'up'):-1
(619933333000000001000000, 'left'):-1
(519933333000000000100000, 'up'):1000
(89991000000000000000000000000, 'right'):-1
(99990000001000000000000000000, 'down'):-1.3240000000000003
(910990100000000000000000000000, 'right'):-1
(1010991000000000000100000000000, 'up'):-1
(109990000010000100000001000000, 'left'):-1
(99990000001000010000000100000, 'left'):-1000
(88990000100000000000000000000, 'right'):-1
(98990001000000000010000000000, 'down'):-1
(99990000000001000000000000000, 'down'):-1
(910990000100000000000000000000, 'right'):-1
(1010990001100001000000000000000, 'right'):-1
(1110990011000010000000000000000, 'down'):-1
(1111990001000000000000010000000, 'right'):-1
(1211990010000000000000100000000, 'left'):-1
(1111990001000000000000010000000, 'up'):-1
(1110990111000010000000000000100, 'up'):-1
(119990000001110000100000000000, 'right'):-1000
(78990000000000000000000000000, 'up'):-1.5453486891827204
(77990000000000000000000000000, 'left'):-1.4392000000000005
(67990000000000000000000000000, 'down'):-1.1800000000000002
(68990000000000000000000000100, 'down'):-1
(69990001000000000000010010100, 'left'):-1
(59990000100000000000001001010, 'up'):-1
(58990000000001000000010000010, 'up'):-1
(57990000000010000010000000100, 'right'):-1
(67990000000100000100000001000, 'left'):-1
(57990000000010000010000000100, 'down'):-1
(58990001000001000000010010110, 'down'):-1000
(1010990000000000000000000000000, 'left'):-1.1800000000000002
(910990000000000000000000000000, 'up'):-1.2124000000000001
(99990000000000000000000000100, 'down'):-1
(910990000000000000000010000000, 'down'):-1000
(98990000000000000000000000000, 'down'):-1.4479319204897663
(99990000000000000000000000010, 'up'):-1
(98990000000000000000000000000, 'right'):-1.6167369075097604
(108990000000000000000000100000, 'left'):-1
(98990000000000000000001000000, 'down'):-1
(99990000001000000100000000010, 'left'):-1
(89990000000100000010000000001, 'up'):-1000
(99990000000000000001000000000, 'down'):-1
(910990000000000110000000000000, 'up'):-1
(99990000000000000001100000000, 'left'):-1
(89990000000000000000110000000, 'up'):-1
(88990000000000000000000001100, 'right'):-1
(98990000000000000000000011000, 'up'):-1
(97990010000000000000000000000, 'right'):-1.0
(107990100010000000000000000000, 'right'):-1
(117991000000000000000000010000, 'left'):-1
(107990100010000000000000001000, 'up'):-1
(106990000001000100000000000000, 'up'):-1
(105990000000000010001000000000, 'down'):-1
(106990000101000100000000000000, 'up'):-1
(105990000000001010001000000000, 'right'):-1
(115990000000010100010000000000, 'left'):-1
(105990000000001010101000000000, 'right'):-1000
(99990000000000000000000000000, 'right'):-1.5479952613092804
(109990000010000000000000100000, 'up'):-1
(108990000000000100000000000001, 'up'):-1
(107990000010000000001000000000, 'right'):-1
(117990000000000000000000001000, 'left'):-1
(107990000010000000001000000100, 'up'):-1
(106990000000000100000000010000, 'right'):-1
(116990000000000000000000000000, 'left'):-1
(106990000000000100100000010000, 'up'):-1
(105990000000010000001001000000, 'left'):-1
(95990001000001000000100100000, 'right'):-1
(105990010000010000001001000000, 'left'):-1
(95990001000001000000100100000, 'down'):-1
(96990000100000010010000001010, 'up'):-1
(95990001000001000000100100000, 'left'):-1
(85990000100000000000010000000, 'right'):-1
(95990001000001000000100100000, 'up'):-1
(94990001000010000010000001001, 'left'):-1
(84990000100011000000000000100, 'down'):-1
(85990001100000000000010000000, 'up'):-1
(84990000100011100000000000100, 'right'):-1
(94990001000110000010000001001, 'left'):-1
(84990000100111100000000000100, 'down'):-1
(85990011110000000000010000100, 'left'):-1
(75990001111000000000001000010, 'up'):-1
(74990000000011110000000000010, 'down'):-1
(75990001111000000000001000010, 'left'):-1
(65990000101100000000000100001, 'left'):-1
(55990000000110000000000001000, 'down'):-1
(56990011010000000000100000100, 'down'):-1
(57991000000000010000010000000, 'up'):-1
(56990011010000000000100000100, 'left'):-1
(46990001101000000000010000010, 'left'):-1
(36990000100100000000001000001, 'right'):-1
(46990001101010000000010000010, 'left'):-1
(36990000100101000000011000001, 'left'):-1
(26993000030010300003001130000, 'right'):-1
(36990000100101000000011000001, 'right'):-1
(46990001101010000000110000010, 'right'):-1
(56990011010100000001100010100, 'down'):-1
(57991010000000110001010000000, 'down'):-1000
(109990000000000000000000000000, 'down'):-1.2271859200000002
(1010990000000000000000000000000, 'up'):-1.200736
(109990000000000010000000000000, 'down'):-1
(1010990000001000000000000000000, 'up'):-1.0
(109990000000000110000000000000, 'right'):-1
(119990000000000100000000000000, 'right'):-1
(129990000000010000000000000000, 'left'):-1
(119990000000001100000000000100, 'right'):-1
(129990000000010000000000001000, 'up'):-1
(128990000010000000100000000000, 'up'):-1
(127990000000000100000001000000, 'up'):-1
(126990000000000000001000000010, 'right'):-1
(136990000000001000000000000100, 'left'):-1
(126990001000000000001000000010, 'down'):-1
(127990010000000100000001000000, 'left'):-1
(117990001000000010000000110000, 'left'):-1000
(88990000000000000001000000000, 'up'):-1
(87990000000000000000000010000, 'up'):-1
(86990000000000000000000000000, 'left'):-1
(76990000000000000000000000000, 'down'):-1.0
(77990000000000000000000001000, 'down'):-1
(78990100000000000000100000000, 'down'):-1
(79990000000000010000000000000, 'left'):-1000
(99990000000000000000000000100, 'up'):-1
(98990000000000000000000000000, 'up'):-1.6568450560000003
(97990000000000000000000000000, 'left'):-1.5004000000000004
